source_ip,source_port,destination_port,honeypot,country
"125.64.94.197",44763,9300,"dionaea",
"188.166.3.86",48070,8080,"dionaea",
"185.244.25.164",38609,8088,"dionaea",
"104.248.216.219",59752,8080,"dionaea",
"68.183.121.98",40055,8088,"dionaea",
"178.62.41.160",34703,8088,"dionaea",
"172.104.92.209",39251,1900,"dionaea",
"198.108.67.40",13913,9030,"dionaea",
"185.244.25.164",50720,8088,"dionaea",
"46.101.199.124",36993,8088,"dionaea",
"209.141.56.95",41972,8088,"dionaea",
"185.8.50.73",50512,8088,"dionaea",
"203.150.20.198",60001,5901,"dionaea",
"80.211.11.13",33883,8088,"dionaea",
"176.119.4.27",51532,9829,"dionaea",
"68.183.121.98",40583,8088,"dionaea",
"176.119.7.62",52303,6017,"dionaea",
"178.62.90.174",53258,6379,"dionaea",
"138.68.71.163",55647,8088,"dionaea",
"68.183.123.55",34387,8088,"dionaea",
"46.101.9.8",59025,8088,"dionaea",
"185.244.25.164",45473,8088,"dionaea",
"177.239.201.117",20422,5358,"dionaea",
"111.35.159.170",56652,23,"dionaea",
"209.141.56.95",39763,8088,"dionaea",
"185.8.50.73",33477,8088,"dionaea",
"176.119.4.18",44828,3787,"dionaea",
"46.101.208.222",57505,8088,"dionaea",
"46.101.128.119",39353,8088,"dionaea",
"188.166.73.243",41571,8088,"dionaea",
"179.111.51.51",1780,8080,"dionaea",
"138.68.65.19",58186,8088,"dionaea",
"185.244.25.164",56014,8088,"dionaea",
"178.62.41.160",38542,8088,"dionaea",
"176.119.4.60",45629,50047,"dionaea",
"218.156.38.217",16111,23,"dionaea",
"92.53.90.212",47198,5803,"dionaea",
"133.186.118.208",22905,23,"dionaea",
"138.68.71.163",53020,8088,"dionaea",
"80.211.11.13",53439,8088,"dionaea",
"68.183.123.55",60148,8088,"dionaea",
"188.166.3.86",42527,8080,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"80.211.92.62",55617,8088,"dionaea",
"31.163.132.50",54138,23,"dionaea",
"46.101.9.8",47592,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"107.170.210.208",43610,50633,"dionaea",
"185.244.25.164",52049,8088,"dionaea",
"194.28.115.245",51422,9000,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"178.62.41.160",56671,8088,"dionaea",
"194.55.142.100",51422,54007,"dionaea",
"209.97.152.146",50808,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"209.141.56.95",33509,8088,"dionaea",
"185.244.25.164",39584,8088,"dionaea",
"68.183.123.55",45486,8088,"dionaea",
"46.101.199.124",46906,8088,"dionaea",
"46.101.128.119",40083,8088,"dionaea",
"185.244.25.164",58330,8088,"dionaea",
"198.108.67.37",63878,9002,"dionaea",
"185.53.91.40",5116,5060,"dionaea",
"80.211.11.13",46546,8088,"dionaea",
"46.101.9.8",41064,8088,"dionaea",
"194.28.115.245",51422,33898,"dionaea",
"185.244.25.164",52065,8088,"dionaea",
"209.141.35.236",45822,8088,"dionaea",
"185.8.50.73",56989,8088,"dionaea",
"194.28.115.245",51422,33890,"dionaea",
"178.62.41.160",53781,8088,"dionaea",
"185.200.118.83",34209,3128,"dionaea",
"95.104.255.191",61410,445,"dionaea",
"95.104.255.191",60823,445,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"95.104.255.191",56132,445,"dionaea",
"185.244.25.164",55772,8088,"dionaea",
"5.188.206.22",59230,13777,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"185.8.50.73",43646,8088,"dionaea",
"46.101.199.124",46137,8088,"dionaea",
"138.68.71.163",46302,8088,"dionaea",
"176.119.7.62",49829,3508,"dionaea",
"209.97.152.146",60411,8088,"dionaea",
"185.255.31.14",55890,9500,"dionaea",
"68.183.123.55",48323,8088,"dionaea",
"142.93.204.158",42188,8088,"dionaea",
"95.104.255.191",49965,445,"dionaea",
"189.69.250.213",38142,23,"dionaea",
"194.28.115.245",51422,9001,"dionaea",
"46.101.208.222",42833,8088,"dionaea",
"111.254.33.134",45828,23,"dionaea",
"185.244.25.164",46587,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"185.143.221.16",52090,3386,"dionaea",
"176.119.4.18",44828,3684,"dionaea",
"209.141.56.95",60699,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"138.68.65.19",35706,8088,"dionaea",
"103.255.5.45",9558,5555,"dionaea",
"46.101.9.8",38662,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"194.28.115.245",51422,33897,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"185.244.25.164",44580,8088,"dionaea",
"68.183.123.55",59581,8088,"dionaea",
"209.141.35.236",41164,8088,"dionaea",
"77.72.85.27",40161,8888,"dionaea",
"104.248.216.219",35319,8080,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"138.68.65.19",39152,8088,"dionaea",
"185.244.25.164",38179,8088,"dionaea",
"178.174.254.62",21089,5555,"dionaea",
"142.93.204.158",36848,8088,"dionaea",
"194.28.115.243",50583,2020,"dionaea",
"103.255.5.105",48743,5555,"dionaea",
"185.244.25.164",54023,8088,"dionaea",
"209.141.56.95",53490,8088,"dionaea",
"178.62.41.160",51800,8088,"dionaea",
"185.244.25.164",53047,8088,"dionaea",
"209.141.35.236",46399,8088,"dionaea",
"42.225.87.186",19623,2323,"dionaea",
"185.244.25.164",38334,8088,"dionaea",
"176.119.4.18",44828,3788,"dionaea",
"178.62.41.160",44046,8088,"dionaea",
"185.255.31.14",55890,2224,"dionaea",
"104.248.216.219",36166,8080,"dionaea",
"179.106.101.71",56083,8080,"dionaea",
"209.141.35.236",60251,8088,"dionaea",
"194.28.115.243",50583,7777,"dionaea",
"185.244.25.164",41367,8088,"dionaea",
"92.53.90.182",47211,5838,"dionaea",
"31.192.108.69",51100,3384,"dionaea",
"176.33.73.35",45804,23,"dionaea",
"185.8.50.73",45951,8088,"dionaea",
"142.93.204.158",58530,8088,"dionaea",
"205.185.119.229",57526,8088,"dionaea",
"61.78.62.222",6000,2433,"dionaea",
"111.73.45.232",49541,8080,"dionaea",
"80.211.92.62",52028,8088,"dionaea",
"46.101.199.124",49093,8088,"dionaea",
"182.33.221.80",65175,23,"dionaea",
"139.162.113.212",41259,25,"dionaea",
"37.6.212.63",59711,23,"dionaea",
"185.255.31.14",55890,6679,"dionaea",
"68.183.123.55",38734,8088,"dionaea",
"142.93.204.158",59028,8088,"dionaea",
"185.244.25.164",49996,8088,"dionaea",
"68.183.123.55",45366,8088,"dionaea",
"209.141.35.236",34633,8088,"dionaea",
"46.101.128.119",45370,8088,"dionaea",
"106.12.109.119",20002,23,"dionaea",
"46.101.9.8",56187,8088,"dionaea",
"176.119.4.27",58757,45676,"dionaea",
"176.119.4.18",44828,3759,"dionaea",
"177.105.236.72",59351,8080,"dionaea",
"194.28.115.243",50583,3555,"dionaea",
"138.68.65.19",48660,8088,"dionaea",
"185.8.50.73",48290,8088,"dionaea",
"185.244.25.164",48274,8088,"dionaea",
"118.254.100.185",13320,23,"dionaea",
"209.141.35.236",48011,8088,"dionaea",
"185.172.110.206",40719,81,"dionaea",
"93.174.93.149",41333,8090,"dionaea",
"185.244.25.164",32938,8088,"dionaea",
"198.108.67.47",2857,8043,"dionaea",
"46.101.208.222",56191,8088,"dionaea",
"146.0.77.66",54696,27777,"dionaea",
"185.255.31.14",55890,9990,"dionaea",
"176.119.4.60",45629,50040,"dionaea",
"185.244.25.164",35289,8088,"dionaea",
"190.199.75.94",54093,445,"dionaea",
"190.199.75.94",54076,445,"dionaea",
"111.62.24.216",49172,6381,"dionaea",
"46.101.9.8",50569,8088,"dionaea",
"46.101.9.8",60994,8088,"dionaea",
"185.244.25.164",51691,8088,"dionaea",
"218.103.173.77",55043,5555,"dionaea",
"190.199.75.94",59198,445,"dionaea",
"138.68.65.19",51057,8088,"dionaea",
"104.248.216.219",52902,8080,"dionaea",
"80.211.92.62",56684,8088,"dionaea",
"209.141.35.236",60291,8088,"dionaea",
"188.246.226.45",49986,2727,"dionaea",
"142.93.204.158",52899,8088,"dionaea",
"138.68.71.163",52446,8088,"dionaea",
"176.119.4.18",44828,3632,"dionaea",
"68.183.123.55",43984,8088,"dionaea",
"176.119.4.18",44828,3685,"dionaea",
"178.62.41.160",48317,8088,"dionaea",
"46.101.199.124",33523,8088,"dionaea",
"185.56.8.216",40993,81,"dionaea",
"185.244.25.164",44988,8088,"dionaea",
"117.131.215.167",51066,3370,"dionaea",
"92.53.90.212",47198,5804,"dionaea",
"209.141.35.236",44591,8088,"dionaea",
"138.68.65.19",53091,8088,"dionaea",
"46.101.9.8",60792,8088,"dionaea",
"185.8.50.73",37275,8088,"dionaea",
"185.244.25.164",38873,8088,"dionaea",
"80.211.11.13",52411,8088,"dionaea",
"74.82.47.19",41734,873,"dionaea",
"46.101.199.124",35429,8088,"dionaea",
"144.76.195.110",3782,5902,"dionaea",
"208.100.26.228",47935,5985,"dionaea",
"138.68.71.163",33769,8088,"dionaea",
"185.244.25.164",38017,8088,"dionaea",
"209.141.35.236",36884,8088,"dionaea",
"185.8.50.73",40716,8088,"dionaea",
"223.80.14.231",36269,23,"dionaea",
"178.62.41.160",56324,8088,"dionaea",
"61.216.152.133",62191,53,"dionaea",
"113.234.162.238",53459,4899,"dionaea",
"80.82.77.139",26366,5009,"dionaea",
"111.8.89.178",6000,7547,"dionaea",
"68.183.123.55",41382,8088,"dionaea",
"185.255.31.34",44252,44000,"dionaea",
"46.101.9.8",39670,8088,"dionaea",
"209.141.35.236",52095,8088,"dionaea",
"138.68.65.19",33821,8088,"dionaea",
"80.82.77.33",26366,5009,"dionaea",
"68.183.123.55",60166,8088,"dionaea",
"125.64.94.200",57143,4440,"dionaea",
"46.101.208.222",40509,8088,"dionaea",
"96.250.208.90",5572,23,"dionaea",
"185.244.25.203",41418,8088,"dionaea",
"185.244.25.164",52540,8088,"dionaea",
"94.102.49.190",29011,9009,"dionaea",
"185.8.50.73",44036,8088,"dionaea",
"188.246.226.45",49986,2868,"dionaea",
"209.141.35.236",32975,8088,"dionaea",
"181.10.201.114",54342,23,"dionaea",
"142.93.204.158",36498,8088,"dionaea",
"138.68.71.163",44140,8088,"dionaea",
"178.62.41.160",39796,8088,"dionaea",
"194.55.142.100",51422,54014,"dionaea",
"46.101.9.8",46005,8088,"dionaea",
"176.119.4.27",50876,40222,"dionaea",
"188.17.168.184",1671,23,"dionaea",
"185.244.25.164",50225,8088,"dionaea",
"125.64.94.200",55825,34599,"dionaea",
"5.188.87.21",56016,13579,"dionaea",
"176.119.4.18",44828,3666,"dionaea",
"185.255.31.34",44252,45000,"dionaea",
"209.141.35.236",47429,8088,"dionaea",
"185.244.25.164",34268,8088,"dionaea",
"68.183.123.55",53444,8088,"dionaea",
"185.244.25.164",59881,8088,"dionaea",
"177.54.135.162",28893,85,"dionaea",
"80.211.11.13",39253,8088,"dionaea",
"209.141.35.236",35976,8088,"dionaea",
"176.119.7.62",50055,918,"dionaea",
"138.68.71.163",52667,8088,"dionaea",
"188.56.195.31",13093,5555,"dionaea",
"125.64.94.200",47468,32,"dionaea",
"185.244.25.164",52785,8088,"dionaea",
"185.244.25.203",49897,8088,"dionaea",
"46.101.199.124",60654,8088,"dionaea",
"185.8.50.73",52459,8088,"dionaea",
"185.244.25.164",48870,8088,"dionaea",
"176.119.7.50",41243,7349,"dionaea",
"112.237.158.229",43530,23,"dionaea",
"176.119.4.18",44828,3620,"dionaea",
"104.228.76.24",10110,23,"dionaea",
"107.170.219.40",37355,50633,"dionaea",
"142.93.204.158",42388,8088,"dionaea",
"185.8.50.73",47071,8088,"dionaea",
"222.186.31.167",63957,60002,"dionaea",
"185.244.25.164",38654,8088,"dionaea",
"111.35.166.254",33623,23,"dionaea",
"46.101.9.8",48781,8088,"dionaea",
"83.253.193.144",45376,23,"dionaea",
"46.101.128.119",39767,8088,"dionaea",
"178.62.41.160",59619,8088,"dionaea",
"80.211.11.13",53936,8088,"dionaea",
"92.53.90.232",53407,1532,"dionaea",
"183.90.112.116",38798,23,"dionaea",
"209.141.35.236",60914,8088,"dionaea",
"185.244.25.164",43180,8088,"dionaea",
"46.101.208.222",56347,8088,"dionaea",
"68.183.123.55",52473,8088,"dionaea",
"138.68.65.19",55222,8088,"dionaea",
"1.212.122.108",50207,3389,"dionaea",
"138.68.71.163",57358,8088,"dionaea",
"104.248.216.219",49085,8080,"dionaea",
"89.35.39.78",39734,60001,"dionaea",
"185.244.25.164",59413,8088,"dionaea",
"185.8.50.73",38463,8088,"dionaea",
"194.55.142.100",51422,54018,"dionaea",
"185.244.25.203",57264,8088,"dionaea",
"125.64.94.200",54087,16923,"dionaea",
"184.105.139.94",50745,6379,"dionaea",
"185.244.25.164",49313,8088,"dionaea",
"46.101.9.8",55116,8088,"dionaea",
"80.211.8.19",45193,8088,"dionaea",
"68.183.123.55",60269,8088,"dionaea",
"142.93.204.158",51524,8088,"dionaea",
"60.189.187.245",12734,5555,"dionaea",
"178.62.41.160",55086,8088,"dionaea",
"46.101.199.124",45766,8088,"dionaea",
"206.189.21.183",34737,161,"dionaea",
"209.141.35.236",52852,8088,"dionaea",
"185.244.25.164",49035,8088,"dionaea",
"80.211.11.13",33214,8088,"dionaea",
"138.68.65.19",43774,8088,"dionaea",
"46.101.128.119",44798,8088,"dionaea",
"46.101.208.222",42502,8088,"dionaea",
"194.55.142.100",51422,54016,"dionaea",
"138.68.71.163",40254,8088,"dionaea",
"142.93.204.158",34320,8088,"dionaea",
"68.183.123.55",57421,8088,"dionaea",
"185.244.25.164",44919,8088,"dionaea",
"209.141.35.236",55023,8088,"dionaea",
"193.29.13.25",52736,33381,"dionaea",
"222.186.15.128",63105,60001,"dionaea",
"185.244.25.164",42194,8088,"dionaea",
"42.200.193.152",47238,2323,"dionaea",
"77.37.244.182",53455,23,"dionaea",
"205.185.119.229",49704,8088,"dionaea",
"185.8.50.73",39274,8088,"dionaea",
"178.62.41.160",42530,8088,"dionaea",
"185.244.25.164",36980,8088,"dionaea",
"189.90.198.219",32136,23,"dionaea",
"209.141.35.236",49896,8088,"dionaea",
"139.162.115.7",43558,110,"dionaea",
"176.119.4.27",48914,21222,"dionaea",
"80.211.11.13",51918,8088,"dionaea",
"46.101.9.8",55527,8088,"dionaea",
"185.244.25.164",57063,8088,"dionaea",
"185.8.50.73",33084,8088,"dionaea",
"209.141.35.236",47857,8088,"dionaea",
"107.170.212.162",40880,45710,"dionaea",
"178.62.41.160",48165,8088,"dionaea",
"185.244.25.203",39869,8088,"dionaea",
"176.119.4.18",44828,3628,"dionaea",
"185.244.25.164",48130,8088,"dionaea",
"46.101.9.8",35034,8088,"dionaea",
"103.114.107.106",41861,3389,"dionaea",
"71.6.146.186",29011,50070,"dionaea",
"185.255.31.14",55890,33897,"dionaea",
"80.13.107.111",33922,23,"dionaea",
"142.93.204.158",50283,8088,"dionaea",
"185.244.25.164",46204,8088,"dionaea",
"194.28.115.243",47603,3394,"dionaea",
"185.8.50.73",53491,8088,"dionaea",
"209.141.35.236",39821,8088,"dionaea",
"5.27.213.145",20831,5555,"dionaea",
"176.119.4.27",46944,8311,"dionaea",
"46.101.128.119",37051,8088,"dionaea",
"80.211.11.13",55789,8088,"dionaea",
"193.106.29.106",56795,23389,"dionaea",
"185.244.25.164",57066,8088,"dionaea",
"109.160.179.188",60817,23,"dionaea",
"209.141.35.236",51599,8088,"dionaea",
"185.244.25.164",56650,8088,"dionaea",
"198.108.67.34",61466,9109,"dionaea",
"201.93.32.84",46325,80,"dionaea",
"142.93.91.67",44828,8083,"dionaea",
"198.108.67.32",10536,8026,"dionaea",
"138.68.71.163",58867,8088,"dionaea",
"198.108.67.40",55180,8044,"dionaea",
"185.244.25.164",39476,8088,"dionaea",
"46.101.199.124",44750,8088,"dionaea",
"185.56.8.178",34976,81,"dionaea",
"46.101.208.222",36821,8088,"dionaea",
"142.93.204.158",42111,8088,"dionaea",
"209.141.35.236",59265,8088,"dionaea",
"68.183.123.55",49957,8088,"dionaea",
"178.62.41.160",45887,8088,"dionaea",
"185.244.25.164",45068,8088,"dionaea",
"138.68.71.163",49543,8088,"dionaea",
"104.248.216.219",34490,8080,"dionaea",
"138.68.65.19",42986,8088,"dionaea",
"185.244.25.203",34615,8088,"dionaea",
"176.119.4.60",45629,50032,"dionaea",
"80.211.11.13",57344,8088,"dionaea",
"185.244.25.164",56990,8088,"dionaea",
"209.141.35.236",34176,8088,"dionaea",
"46.101.9.8",56658,8088,"dionaea",
"185.8.50.73",39368,8088,"dionaea",
"68.183.123.55",55668,8088,"dionaea",
"46.101.199.124",42505,8088,"dionaea",
"185.8.50.73",35478,8088,"dionaea",
"79.106.98.121",1279,23,"dionaea",
"198.108.67.36",62901,9019,"dionaea",
"5.187.129.89",49033,23,"dionaea",
"185.244.25.164",35718,8088,"dionaea",
"184.105.139.118",55343,3389,"dionaea",
"198.108.66.48",49810,1433,"dionaea",
"103.255.5.26",57617,5555,"dionaea",
"208.100.26.228",42673,5984,"dionaea",
"209.141.35.236",60336,8088,"dionaea",
"205.185.119.229",60488,8088,"dionaea",
"89.248.167.131",4006,6001,"dionaea",
"185.172.110.206",49614,81,"dionaea",
"185.244.25.164",53512,8088,"dionaea",
"178.62.41.160",41381,8088,"dionaea",
"93.179.68.40",46913,8888,"dionaea",
"68.183.123.55",46502,8088,"dionaea",
"142.93.204.158",52193,8088,"dionaea",
"46.101.9.8",41892,8088,"dionaea",
"185.244.25.164",47866,8088,"dionaea",
"107.170.219.97",57724,34523,"dionaea",
"138.68.71.163",46026,8088,"dionaea",
"46.101.128.119",41302,8088,"dionaea",
"209.141.35.236",35638,8088,"dionaea",
"176.119.7.62",46459,9615,"dionaea",
"185.244.25.164",55268,8088,"dionaea",
"138.68.65.19",45213,8088,"dionaea",
"77.121.50.254",23108,23,"dionaea",
"185.255.31.14",55890,10500,"dionaea",
"123.12.178.236",54260,23,"dionaea",
"108.160.140.89",52806,3389,"dionaea",
"91.89.239.151",58358,26379,"dionaea",
"185.8.50.73",41243,8088,"dionaea",
"185.244.25.164",57048,8088,"dionaea",
"209.141.35.236",51626,8088,"dionaea",
"188.246.226.45",49986,2860,"dionaea",
"176.119.4.27",44976,63611,"dionaea",
"176.119.4.56",43019,3341,"dionaea",
"211.23.167.241",23368,1433,"dionaea",
"46.101.208.222",36881,8088,"dionaea",
"178.62.41.160",54222,8088,"dionaea",
"68.183.123.55",44707,8088,"dionaea",
"185.244.25.164",40621,8088,"dionaea",
"46.101.199.124",37666,8088,"dionaea",
"209.141.35.236",47583,8088,"dionaea",
"80.211.11.13",47440,8088,"dionaea",
"185.8.50.73",50280,8088,"dionaea",
"68.183.123.55",48519,8088,"dionaea",
"46.101.9.8",40138,8088,"dionaea",
"185.244.25.164",41824,8088,"dionaea",
"138.68.71.163",35806,8088,"dionaea",
"80.211.92.62",37016,8088,"dionaea",
"142.93.204.158",35284,8088,"dionaea",
"178.62.41.160",58891,8088,"dionaea",
"185.244.25.164",48345,8088,"dionaea",
"185.128.40.182",45872,7001,"dionaea",
"209.141.35.236",34254,8088,"dionaea",
"103.255.4.3",64518,5555,"dionaea",
"68.183.121.98",46849,8088,"dionaea",
"46.101.208.222",56658,8088,"dionaea",
"110.249.212.46",55555,8118,"dionaea",
"94.207.28.160",57262,88,"dionaea",
"194.28.115.243",47603,33189,"dionaea",
"185.244.25.164",41527,8088,"dionaea",
"185.143.221.24",44231,8080,"dionaea",
"46.101.199.124",37773,8088,"dionaea",
"138.68.65.19",34907,8088,"dionaea",
"68.183.123.55",51694,8088,"dionaea",
"185.255.31.34",44252,46000,"dionaea",
"185.8.50.73",57665,8088,"dionaea",
"83.170.228.150",50740,2200,"dionaea",
"185.244.25.164",45722,8088,"dionaea",
"176.119.4.53",43141,1400,"dionaea",
"80.211.11.13",45424,8088,"dionaea",
"119.18.1.246",49963,23,"dionaea",
"138.68.71.163",60786,8088,"dionaea",
"178.62.41.160",42813,8088,"dionaea",
"61.95.186.57",54606,1433,"dionaea",
"185.244.25.164",49380,8088,"dionaea",
"46.101.128.119",40680,8088,"dionaea",
"209.141.35.236",38438,8088,"dionaea",
"68.183.123.55",43823,8088,"dionaea",
"176.119.7.62",44661,1257,"dionaea",
"185.244.25.164",55505,8088,"dionaea",
"103.255.4.48",2848,5555,"dionaea",
"46.101.9.8",60237,8088,"dionaea",
"209.141.35.236",54193,8088,"dionaea",
"205.185.119.229",45553,8088,"dionaea",
"185.244.25.164",34875,8088,"dionaea",
"197.41.173.10",15546,23,"dionaea",
"42.200.173.109",9290,23,"dionaea",
"107.170.218.138",44478,29939,"dionaea",
"194.28.115.243",47603,3489,"dionaea",
"5.8.54.27",44841,8088,"dionaea",
"80.211.11.13",55247,8088,"dionaea",
"185.8.50.73",55506,8088,"dionaea",
"176.119.7.50",41243,7384,"dionaea",
"138.68.71.163",37922,8088,"dionaea",
"142.93.204.158",38898,8088,"dionaea",
"176.119.4.56",43019,3334,"dionaea",
"185.244.25.164",45158,8088,"dionaea",
"138.68.65.19",35494,8088,"dionaea",
"117.242.186.170",31984,23,"dionaea",
"209.141.35.236",54045,8088,"dionaea",
"176.119.7.62",42863,6067,"dionaea",
"80.82.77.139",20217,8333,"dionaea",
"46.101.9.8",60200,8088,"dionaea",
"194.55.142.100",51422,54002,"dionaea",
"104.248.216.219",37956,8080,"dionaea",
"109.248.9.12",57671,3382,"dionaea",
"185.8.50.73",35321,8088,"dionaea",
"178.62.41.160",49110,8088,"dionaea",
"118.232.148.10",13913,5555,"dionaea",
"185.255.31.14",55890,8002,"dionaea",
"176.119.4.27",43009,10229,"dionaea",
"155.133.41.105",11357,23,"dionaea",
"194.28.115.245",48502,1818,"dionaea",
"185.244.25.164",35771,8088,"dionaea",
"46.101.208.222",41406,8088,"dionaea",
"209.141.35.236",43335,8088,"dionaea",
"138.68.71.163",57682,8088,"dionaea",
"188.246.226.45",49986,2215,"dionaea",
"185.244.25.164",39855,8088,"dionaea",
"37.146.171.69",31069,8080,"dionaea",
"46.146.101.42",41847,34567,"dionaea",
"41.230.26.115",28149,23,"dionaea",
"68.183.123.55",37690,8088,"dionaea",
"77.72.85.8",46121,550,"dionaea",
"178.62.41.160",58315,8088,"dionaea",
"209.141.35.236",34965,8088,"dionaea",
"185.244.25.164",46286,8088,"dionaea",
"194.28.115.243",47603,3386,"dionaea",
"37.79.33.190",1029,23,"dionaea",
"5.188.206.22",59230,55,"dionaea",
"68.183.123.55",49533,8088,"dionaea",
"176.119.4.60",45629,50039,"dionaea",
"89.248.167.131",60765,80,"dionaea",
"89.248.167.131",60131,80,"dionaea",
"89.248.167.131",59084,80,"dionaea",
"24.107.179.123",50745,5555,"dionaea",
"185.244.25.164",47370,8088,"dionaea",
"188.19.167.51",1413,23,"dionaea",
"5.188.206.22",59230,4820,"dionaea",
"209.141.35.236",33216,8088,"dionaea",
"194.28.115.243",47603,2001,"dionaea",
"185.163.92.113",24142,23,"dionaea",
"185.244.25.164",39496,8088,"dionaea",
"185.8.50.73",34551,8088,"dionaea",
"125.64.94.200",43606,3388,"dionaea",
"185.56.8.216",42256,81,"dionaea",
"176.119.7.50",41243,7355,"dionaea",
"103.255.4.67",50018,5555,"dionaea",
"138.68.71.163",52842,8088,"dionaea",
"80.211.11.13",39246,8088,"dionaea",
"185.244.25.164",50548,8088,"dionaea",
"203.218.16.167",13750,23,"dionaea",
"142.93.204.158",49087,8088,"dionaea",
"68.183.123.55",43934,8088,"dionaea",
"176.119.4.53",43141,2700,"dionaea",
"176.114.9.16",60447,445,"dionaea",
"176.114.9.16",60052,445,"dionaea",
"176.114.9.16",55135,445,"dionaea",
"46.101.128.119",59052,8088,"dionaea",
"138.68.65.19",48154,8088,"dionaea",
"185.244.25.164",57654,8088,"dionaea",
"80.211.254.249",60486,81,"dionaea",
"176.119.7.50",41243,7369,"dionaea",
"176.114.9.16",61484,445,"dionaea",
"209.141.35.236",48312,8088,"dionaea",
"176.119.4.56",43019,3332,"dionaea",
"46.101.208.222",49593,8088,"dionaea",
"185.8.50.73",49317,8088,"dionaea",
"80.211.92.62",49130,8088,"dionaea",
"185.244.25.164",42397,8088,"dionaea",
"178.62.41.160",39753,8088,"dionaea",
"68.183.123.55",60634,8088,"dionaea",
"107.170.218.243",38448,24953,"dionaea",
"104.61.61.66",63060,23,"dionaea",
"80.211.11.13",51487,8088,"dionaea",
"181.122.193.127",63009,2323,"dionaea",
"46.101.199.124",52056,8088,"dionaea",
"185.244.25.164",55843,8088,"dionaea",
"194.28.115.245",48502,33894,"dionaea",
"89.248.172.16",18639,1200,"dionaea",
"138.68.71.163",58305,8088,"dionaea",
"209.141.35.236",53289,8088,"dionaea",
"89.40.126.122",36222,4200,"dionaea",
"198.108.67.47",38265,1820,"dionaea",
"205.185.119.229",49895,8088,"dionaea",
"105.228.57.185",11502,23,"dionaea",
"185.244.25.164",39188,8088,"dionaea",
"125.64.94.200",50022,26,"dionaea",
"209.141.35.236",40583,8088,"dionaea",
"185.255.31.14",55890,26000,"dionaea",
"185.244.25.164",44113,8088,"dionaea",
"188.19.55.86",2310,23,"dionaea",
"184.105.247.238",37993,11211,"dionaea",
"178.62.41.160",58488,8088,"dionaea",
"138.68.71.163",52194,8088,"dionaea",
"68.183.123.55",34879,8088,"dionaea",
"185.8.50.73",60371,8088,"dionaea",
"194.28.115.245",48502,9999,"dionaea",
"216.100.193.99",27094,2323,"dionaea",
"46.101.208.222",40744,8088,"dionaea",
"185.244.25.164",54207,8088,"dionaea",
"5.39.222.122",42111,33897,"dionaea",
"138.68.65.19",35851,8088,"dionaea",
"208.100.26.228",57405,5900,"dionaea",
"46.101.9.8",36738,8088,"dionaea",
"46.101.9.8",53100,8088,"dionaea",
"209.141.35.236",35485,8088,"dionaea",
"176.119.4.27",41023,5501,"dionaea",
"80.211.11.13",56155,8088,"dionaea",
"68.183.123.55",37835,8088,"dionaea",
"185.244.25.164",59605,8088,"dionaea",
"46.101.199.124",50094,8088,"dionaea",
"185.8.50.73",43071,8088,"dionaea",
"128.199.42.7",41549,6379,"dionaea",
"209.141.35.236",38232,8088,"dionaea",
"80.13.126.55",50923,445,"dionaea",
"194.28.115.243",47603,3390,"dionaea",
"185.244.25.164",49516,8088,"dionaea",
"138.68.65.19",33605,8088,"dionaea",
"62.103.236.89",4935,3389,"dionaea",
"46.101.199.124",43838,8088,"dionaea",
"80.13.126.55",62328,445,"dionaea",
"80.13.126.55",62299,445,"dionaea",
"198.108.66.145",37383,8888,"dionaea",
"80.13.126.55",64780,445,"dionaea",
"185.244.25.164",52076,8088,"dionaea",
"159.89.103.106",43820,8088,"dionaea",
"46.101.128.119",39297,8088,"dionaea",
"61.41.17.13",40928,5900,"dionaea",
"80.211.11.13",58938,8088,"dionaea",
"185.244.25.164",41841,8088,"dionaea",
"185.255.31.14",55890,8940,"dionaea",
"209.141.35.236",56922,8088,"dionaea",
"176.119.7.62",41065,7045,"dionaea",
"142.93.204.158",35352,8088,"dionaea",
"68.183.123.55",40203,8088,"dionaea",
"46.101.9.8",54327,8088,"dionaea",
"205.185.119.229",55206,8088,"dionaea",
"103.255.5.116",7478,5555,"dionaea",
"178.153.164.228",30794,23,"dionaea",
"178.62.41.160",57268,8088,"dionaea",
"185.244.25.164",46681,8088,"dionaea",
"185.8.50.73",38268,8088,"dionaea",
"209.141.35.236",33909,8088,"dionaea",
"68.183.123.55",46484,8088,"dionaea",
"138.68.71.163",43391,8088,"dionaea",
"107.170.218.48",44921,20699,"dionaea",
"185.255.31.34",45167,3303,"dionaea",
"185.244.25.164",35874,8088,"dionaea",
"188.246.226.45",49986,2259,"dionaea",
"123.110.36.142",43255,5555,"dionaea",
"165.227.148.86",52995,5353,"dionaea",
