source_ip,source_port,destination_port,honeypot,country
"35.239.84.63",36200,61900,"dionaea",
"35.239.84.63",48668,1087,"dionaea",
"35.239.84.63",57322,8600,"dionaea",
"35.239.84.63",42930,8088,"dionaea",
"35.239.84.63",49996,9,"dionaea",
"35.239.84.63",54950,1277,"dionaea",
"35.239.84.63",37462,1117,"dionaea",
"35.239.84.63",43300,1068,"dionaea",
"35.239.84.63",44914,903,"dionaea",
"35.239.84.63",45594,1583,"dionaea",
"35.239.84.63",57986,1095,"dionaea",
"35.239.84.63",46466,41511,"dionaea",
"35.239.84.63",47714,5054,"dionaea",
"35.239.84.63",40104,4449,"dionaea",
"35.239.84.63",37596,9011,"dionaea",
"35.239.84.63",55122,1110,"dionaea",
"35.239.84.63",40666,2602,"dionaea",
"35.239.84.63",52984,8649,"dionaea",
"35.239.84.63",34412,2522,"dionaea",
"35.239.84.63",37356,1192,"dionaea",
"35.239.84.63",36288,3,"dionaea",
"35.239.84.63",52072,280,"dionaea",
"35.239.84.63",51134,1001,"dionaea",
"35.239.84.63",38100,50006,"dionaea",
"35.239.84.63",46872,9110,"dionaea",
"35.239.84.63",38056,2160,"dionaea",
"35.239.84.63",40650,9102,"dionaea",
"35.239.84.63",53474,8009,"dionaea",
"35.239.84.63",51792,3052,"dionaea",
"35.239.84.63",53312,1666,"dionaea",
"35.239.84.63",60406,3527,"dionaea",
"35.239.84.63",42484,1106,"dionaea",
"35.239.84.63",40426,11967,"dionaea",
"35.239.84.63",54306,10629,"dionaea",
"35.239.84.63",49756,5800,"dionaea",
"35.239.84.63",35818,1145,"dionaea",
"35.239.84.63",44960,4321,"dionaea",
"35.239.84.63",32902,563,"dionaea",
"35.239.84.63",45624,9929,"dionaea",
"35.239.84.63",51890,5961,"dionaea",
"35.239.84.63",46284,1032,"dionaea",
"35.239.84.63",39628,17,"dionaea",
"35.239.84.63",44170,7938,"dionaea",
"35.239.84.63",42484,5999,"dionaea",
"35.239.84.63",54036,13,"dionaea",
"35.239.84.63",50370,32777,"dionaea",
"35.239.84.63",51172,9900,"dionaea",
"35.239.84.63",46312,9200,"dionaea",
"35.239.84.63",40276,1328,"dionaea",
"35.239.84.63",46936,5200,"dionaea",
"35.239.84.63",52750,999,"dionaea",
"35.239.84.63",32988,8800,"dionaea",
"35.239.84.63",36314,9503,"dionaea",
"35.239.84.63",52490,8081,"dionaea",
"35.239.84.63",42240,5222,"dionaea",
"35.239.84.63",35852,1057,"dionaea",
"35.239.84.63",36728,2049,"dionaea",
"35.239.84.63",57620,1040,"dionaea",
"35.239.84.63",59640,2718,"dionaea",
"35.239.84.63",42416,4125,"dionaea",
"35.239.84.63",44884,1026,"dionaea",
"35.239.84.63",60698,125,"dionaea",
"35.239.84.63",48800,3211,"dionaea",
"35.239.84.63",49282,4445,"dionaea",
"35.239.84.63",45004,2702,"dionaea",
"35.239.84.63",44708,1971,"dionaea",
"35.239.84.63",34354,32,"dionaea",
"35.239.84.63",47018,515,"dionaea",
"35.239.84.63",35940,1042,"dionaea",
"35.239.84.63",57890,1185,"dionaea",
"35.239.84.63",47384,1078,"dionaea",
"138.68.71.163",48980,8088,"dionaea",
"35.239.84.63",49690,1236,"dionaea",
"35.239.84.63",59848,2607,"dionaea",
"35.239.84.63",52958,1443,"dionaea",
"35.239.84.63",33150,1700,"dionaea",
"35.239.84.63",45268,9415,"dionaea",
"35.239.84.63",51422,2103,"dionaea",
"35.239.84.63",39654,711,"dionaea",
"35.239.84.63",51684,2875,"dionaea",
"35.239.84.63",37872,1503,"dionaea",
"35.239.84.63",54220,5922,"dionaea",
"35.239.84.63",40590,6689,"dionaea",
"35.239.84.63",53384,9099,"dionaea",
"35.239.84.63",38012,1138,"dionaea",
"35.239.84.63",54122,8001,"dionaea",
"35.239.84.63",45934,2251,"dionaea",
"35.239.84.63",55336,32779,"dionaea",
"35.239.84.63",57988,1088,"dionaea",
"35.239.84.63",57556,9500,"dionaea",
"35.239.84.63",51516,8400,"dionaea",
"35.239.84.63",52602,389,"dionaea",
"35.239.84.63",48596,179,"dionaea",
"35.239.84.63",38322,3869,"dionaea",
"35.239.84.63",54360,2030,"dionaea",
"35.239.84.63",59650,1052,"dionaea",
"35.239.84.63",58010,3013,"dionaea",
"35.239.84.63",40492,6007,"dionaea",
"35.239.84.63",54624,2492,"dionaea",
"35.239.84.63",45456,1812,"dionaea",
"35.239.84.63",39290,14238,"dionaea",
"35.239.84.63",33980,1093,"dionaea",
"35.239.84.63",58712,9917,"dionaea",
"35.239.84.63",59938,49167,"dionaea",
"35.239.84.63",46024,5432,"dionaea",
"35.239.84.63",47870,7800,"dionaea",
"35.239.84.63",36498,2382,"dionaea",
"35.239.84.63",54230,1062,"dionaea",
"35.239.84.63",52376,60020,"dionaea",
"35.239.84.63",48094,51493,"dionaea",
"35.239.84.63",41016,4662,"dionaea",
"35.239.84.63",54538,5730,"dionaea",
"35.239.84.63",47992,3323,"dionaea",
"35.239.84.63",48610,1152,"dionaea",
"35.239.84.63",39368,10012,"dionaea",
"35.239.84.63",37682,416,"dionaea",
"35.239.84.63",47656,2007,"dionaea",
"35.239.84.63",56200,14441,"dionaea",
"35.239.84.63",42636,1213,"dionaea",
"35.239.84.63",36520,497,"dionaea",
"35.239.84.63",51072,783,"dionaea",
"35.239.84.63",40270,8090,"dionaea",
"35.239.84.63",45350,12174,"dionaea",
"35.239.84.63",38794,3260,"dionaea",
"35.239.84.63",52818,3300,"dionaea",
"35.239.84.63",35564,311,"dionaea",
"35.239.84.63",36248,1501,"dionaea",
"35.239.84.63",51806,7106,"dionaea",
"35.239.84.63",41908,2042,"dionaea",
"35.239.84.63",32956,4900,"dionaea",
"35.239.84.63",41122,1914,"dionaea",
"35.239.84.63",54018,1111,"dionaea",
"35.239.84.63",37286,2002,"dionaea",
"35.239.84.63",54782,19842,"dionaea",
"35.239.84.63",51474,1102,"dionaea",
"35.239.84.63",47574,1100,"dionaea",
"35.239.84.63",45282,1434,"dionaea",
"35.239.84.63",51262,64680,"dionaea",
"35.239.84.63",47104,9009,"dionaea",
"35.239.84.63",44040,49154,"dionaea",
"35.239.84.63",53766,5631,"dionaea",
"35.239.84.63",48620,9100,"dionaea",
"35.239.84.63",40240,10004,"dionaea",
"35.239.84.63",35170,3268,"dionaea",
"35.239.84.63",34514,65129,"dionaea",
"35.239.84.63",42790,9999,"dionaea",
"35.239.84.63",45788,1108,"dionaea",
"35.239.84.63",58114,8402,"dionaea",
"35.239.84.63",40070,1141,"dionaea",
"35.239.84.63",47410,1755,"dionaea",
"35.239.84.63",42668,27000,"dionaea",
"35.239.84.63",43084,1091,"dionaea",
"35.239.84.63",52010,8093,"dionaea",
"35.239.84.63",56268,7741,"dionaea",
"35.239.84.63",33544,3551,"dionaea",
"35.239.84.63",56262,4998,"dionaea",
"35.239.84.63",35482,57294,"dionaea",
"35.239.84.63",37932,2006,"dionaea",
"35.239.84.63",58656,44443,"dionaea",
"35.239.84.63",32932,1131,"dionaea",
"35.239.84.63",50878,5998,"dionaea",
"35.239.84.63",58960,22939,"dionaea",
"35.239.84.63",59286,5915,"dionaea",
"35.239.84.63",33240,1233,"dionaea",
"35.239.84.63",36894,2048,"dionaea",
"35.239.84.63",45940,541,"dionaea",
"35.239.84.63",57258,765,"dionaea",
"35.239.84.63",60520,1500,"dionaea",
"35.239.84.63",47268,15742,"dionaea",
"35.239.84.63",48684,9111,"dionaea",
"35.239.84.63",57296,8873,"dionaea",
"35.239.84.63",43564,32785,"dionaea",
"35.239.84.63",49990,161,"dionaea",
"35.239.84.63",35602,1183,"dionaea",
"35.239.84.63",49498,7911,"dionaea",
"35.239.84.63",52706,2811,"dionaea",
"35.239.84.63",53666,5960,"dionaea",
"35.239.84.63",52078,3001,"dionaea",
"35.239.84.63",38780,212,"dionaea",
"35.239.84.63",40888,2033,"dionaea",
"35.239.84.63",42530,52673,"dionaea",
"35.239.84.63",54056,8181,"dionaea",
"35.239.84.63",46590,10215,"dionaea",
"35.239.84.63",40634,1023,"dionaea",
"35.239.84.63",39492,1119,"dionaea",
"35.239.84.63",50330,1935,"dionaea",
"35.239.84.63",39768,1148,"dionaea",
"35.239.84.63",33168,1352,"dionaea",
"35.239.84.63",52456,2557,"dionaea",
"35.239.84.63",43812,7921,"dionaea",
"35.239.84.63",56008,1002,"dionaea",
"35.239.84.63",57348,6100,"dionaea",
"35.239.84.63",45888,2121,"dionaea",
"35.239.84.63",37968,1098,"dionaea",
"35.239.84.63",56606,10778,"dionaea",
"35.239.84.63",52174,1244,"dionaea",
"35.239.84.63",60130,1310,"dionaea",
"35.239.84.63",40026,3995,"dionaea",
"35.239.84.63",53616,2638,"dionaea",
"35.239.84.63",49332,32774,"dionaea",
"35.239.84.63",59234,992,"dionaea",
"35.239.84.63",47078,407,"dionaea",
"35.239.84.63",39462,2068,"dionaea",
"35.239.84.63",42128,5862,"dionaea",
"35.239.84.63",54668,1071,"dionaea",
"35.239.84.63",38234,444,"dionaea",
"35.239.84.63",56634,8021,"dionaea",
"35.239.84.63",42558,10180,"dionaea",
"35.239.84.63",51988,2034,"dionaea",
"35.239.84.63",36816,1064,"dionaea",
"35.239.84.63",58540,20005,"dionaea",
"35.239.84.63",37656,3659,"dionaea",
"35.239.84.63",44630,13722,"dionaea",
"35.239.84.63",50022,1050,"dionaea",
"35.239.84.63",36144,2604,"dionaea",
"35.239.84.63",57980,1287,"dionaea",
"35.239.84.63",47686,2500,"dionaea",
"35.239.84.63",48322,56737,"dionaea",
"35.239.84.63",53824,3322,"dionaea",
"35.239.84.63",56638,49163,"dionaea",
"35.239.84.63",45130,20828,"dionaea",
"35.239.84.63",34652,16018,"dionaea",
"35.239.84.63",53242,514,"dionaea",
"35.239.84.63",37286,4343,"dionaea",
"35.239.84.63",41238,1154,"dionaea",
"35.239.84.63",37354,27355,"dionaea",
"35.239.84.63",46702,49159,"dionaea",
"35.239.84.63",49294,9943,"dionaea",
"35.239.84.63",46582,61532,"dionaea",
"35.239.84.63",45862,32770,"dionaea",
"35.239.84.63",54112,2021,"dionaea",
"35.239.84.63",36236,5810,"dionaea",
"35.239.84.63",51598,51103,"dionaea",
"35.239.84.63",48770,6792,"dionaea",
"35.239.84.63",42608,2222,"dionaea",
"35.239.84.63",40740,1717,"dionaea",
"35.239.84.63",43262,2301,"dionaea",
"35.239.84.63",46620,9080,"dionaea",
"35.239.84.63",38262,8084,"dionaea",
"35.239.84.63",37050,2013,"dionaea",
"35.239.84.63",46836,714,"dionaea",
"35.239.84.63",45634,1056,"dionaea",
"35.239.84.63",54130,2196,"dionaea",
"35.239.84.63",33108,1137,"dionaea",
"35.239.84.63",39948,5033,"dionaea",
"35.239.84.63",45734,28201,"dionaea",
"35.239.84.63",55276,2043,"dionaea",
"35.239.84.63",37332,5269,"dionaea",
"35.239.84.63",47890,9618,"dionaea",
"35.239.84.63",49196,7999,"dionaea",
"35.239.84.63",46844,3017,"dionaea",
"35.239.84.63",45706,544,"dionaea",
"35.239.84.63",54238,3703,"dionaea",
"35.239.84.63",57134,2144,"dionaea",
"35.239.84.63",51056,1151,"dionaea",
"35.239.84.63",33166,993,"dionaea",
"35.239.84.63",33444,53,"dionaea",
"35.239.84.63",48540,587,"dionaea",
"35.239.84.63",54856,110,"dionaea",
"35.239.84.63",51084,143,"dionaea",
"35.239.84.63",59730,23,"dionaea",
"35.239.84.63",49860,113,"dionaea",
"35.239.84.63",41860,139,"dionaea",
"35.239.84.63",34958,199,"dionaea",
"35.239.84.63",37332,1025,"dionaea",
"35.239.84.63",60186,25,"dionaea",
"35.239.84.63",45876,256,"dionaea",
"35.239.84.63",41878,5900,"dionaea",
"35.239.84.63",49800,8888,"dionaea",
"35.239.84.63",52406,1720,"dionaea",
"35.239.84.63",38764,8080,"dionaea",
"35.239.84.63",40984,1723,"dionaea",
"35.239.84.63",53036,111,"dionaea",
"35.239.84.63",38372,3389,"dionaea",
"35.239.84.63",53070,995,"dionaea",
"35.239.84.63",52380,554,"dionaea",
"35.239.84.63",40194,5060,"dionaea",
"35.239.84.63",40194,5060,"dionaea",
"194.28.115.245",45522,24683,"dionaea",
"35.239.84.63",50472,135,"dionaea",
"46.101.9.8",33602,8088,"dionaea",
"185.244.25.164",44770,8088,"dionaea",
"209.141.56.95",49062,8088,"dionaea",
"210.195.132.38",21478,8001,"dionaea",
"185.8.50.73",41750,8088,"dionaea",
"188.166.3.86",39142,8080,"dionaea",
"5.188.206.244",49463,9989,"dionaea",
"188.166.3.86",35349,8080,"dionaea",
"176.119.4.56",43019,3335,"dionaea",
"46.101.199.124",44437,8088,"dionaea",
"168.232.14.134",37727,8080,"dionaea",
"176.109.186.246",65284,23,"dionaea",
"89.248.174.3",36732,103,"dionaea",
"61.216.152.133",62004,80,"dionaea",
"80.211.11.13",33072,8088,"dionaea",
"185.244.25.164",46046,8088,"dionaea",
"138.68.71.163",45864,8088,"dionaea",
"209.141.35.236",49998,8088,"dionaea",
"46.101.9.8",49423,8088,"dionaea",
"46.101.208.222",46953,8088,"dionaea",
"188.166.3.86",42116,8080,"dionaea",
"46.101.128.119",52087,8088,"dionaea",
"194.28.115.243",41642,33900,"dionaea",
"80.211.92.62",44131,8088,"dionaea",
"80.211.11.13",40316,8088,"dionaea",
"172.104.109.160",48259,7001,"dionaea",
"118.68.142.149",34845,23,"dionaea",
"125.212.217.215",29011,7657,"dionaea",
"209.141.56.95",58795,8088,"dionaea",
"209.141.35.236",39015,8088,"dionaea",
"177.185.40.173",34181,23,"dionaea",
"185.244.25.164",48610,8088,"dionaea",
"104.248.216.219",39978,8080,"dionaea",
"68.183.123.55",47257,8088,"dionaea",
"46.101.199.124",47303,8088,"dionaea",
"188.246.226.45",49986,2149,"dionaea",
"178.62.41.160",40555,8088,"dionaea",
"185.28.36.42",47910,23,"dionaea",
"46.101.9.8",46656,8088,"dionaea",
"176.119.7.62",57021,4167,"dionaea",
"185.244.25.167",43667,81,"dionaea",
"46.101.208.222",56476,8088,"dionaea",
"209.141.56.95",38675,8088,"dionaea",
"185.255.31.14",55890,7306,"dionaea",
"185.244.25.164",56180,8088,"dionaea",
"142.93.204.158",43772,8088,"dionaea",
"178.73.215.171",11732,80,"dionaea",
"209.141.35.236",35832,8088,"dionaea",
"46.101.9.8",53751,8088,"dionaea",
"68.183.123.55",37971,8088,"dionaea",
"185.200.118.76",36004,1080,"dionaea",
"194.28.115.243",53562,3403,"dionaea",
"167.99.43.229",59292,23,"dionaea",
"185.244.25.164",57149,8088,"dionaea",
"185.8.50.73",36664,8088,"dionaea",
"178.62.41.160",56979,8088,"dionaea",
"46.101.199.124",36233,8088,"dionaea",
"185.244.25.164",41944,8088,"dionaea",
"94.102.49.65",56985,5902,"dionaea",
"36.238.61.245",49179,23,"dionaea",
"80.211.11.13",42789,8088,"dionaea",
"138.68.71.163",51396,8088,"dionaea",
"202.9.123.10",6260,8080,"dionaea",
"209.141.35.236",44611,8088,"dionaea",
"198.108.67.38",56786,81,"dionaea",
"209.141.56.95",60382,8088,"dionaea",
"185.244.25.164",45687,8088,"dionaea",
"68.183.123.55",38016,8088,"dionaea",
"93.174.93.149",33837,5984,"dionaea",
"178.134.61.66",13005,23,"dionaea",
"137.59.93.179",43738,23,"dionaea",
"138.68.65.19",41706,8088,"dionaea",
"209.141.35.236",59992,8088,"dionaea",
"185.153.198.249",46068,9008,"dionaea",
"185.244.25.164",52802,8088,"dionaea",
"74.82.47.30",40327,23,"dionaea",
"107.170.217.88",44094,515,"dionaea",
"176.119.4.18",44828,3784,"dionaea",
"68.183.123.55",54108,8088,"dionaea",
"194.28.115.245",54402,3380,"dionaea",
"209.141.56.95",57818,8088,"dionaea",
"80.211.11.13",46499,8088,"dionaea",
"37.17.226.7",44001,623,"dionaea",
"185.244.25.164",36964,8088,"dionaea",
"176.119.4.27",56700,6332,"dionaea",
"46.101.208.222",56924,8088,"dionaea",
"138.68.65.19",36310,8088,"dionaea",
"46.101.128.119",39779,8088,"dionaea",
"142.93.204.158",49318,8088,"dionaea",
"185.8.50.73",42215,8088,"dionaea",
"116.107.89.26",34599,23,"dionaea",
"80.211.251.227",54620,81,"dionaea",
"206.189.94.212",57692,8080,"dionaea",
"209.141.56.95",58949,8088,"dionaea",
"206.189.111.108",56605,10250,"dionaea",
"117.62.95.240",40624,23,"dionaea",
"202.115.28.235",44391,5903,"dionaea",
"178.62.41.160",50844,8088,"dionaea",
"46.101.199.124",41226,8088,"dionaea",
"185.244.25.164",36752,8088,"dionaea",
"92.53.90.191",53445,1647,"dionaea",
"209.141.35.236",34191,8088,"dionaea",
"188.18.246.159",1280,23,"dionaea",
"176.119.4.27",54715,16222,"dionaea",
"162.248.138.233",42651,23,"dionaea",
"209.141.56.95",57374,8088,"dionaea",
"190.110.208.150",20365,23,"dionaea",
"46.101.208.222",41248,8088,"dionaea",
"185.244.25.164",44417,8088,"dionaea",
"68.183.123.55",44457,8088,"dionaea",
"80.211.11.13",40967,8088,"dionaea",
"138.68.71.163",57298,8088,"dionaea",
"46.101.9.8",38304,8088,"dionaea",
"46.101.9.8",55644,8088,"dionaea",
"205.185.119.229",49231,8088,"dionaea",
"211.103.3.167",46647,8080,"dionaea",
"185.143.221.46",33042,2222,"dionaea",
"185.143.221.46",33043,2222,"dionaea",
"185.143.221.46",33044,2222,"dionaea",
"142.93.204.158",56926,8088,"dionaea",
"185.244.25.164",40823,8088,"dionaea",
"209.141.35.236",46872,8088,"dionaea",
"185.8.50.73",40119,8088,"dionaea",
"176.119.7.62",55223,7555,"dionaea",
"185.244.25.164",39710,8088,"dionaea",
"38.106.11.42",24465,445,"dionaea",
"77.72.85.117",55397,3389,"dionaea",
"178.62.41.160",36119,8088,"dionaea",
"209.141.56.95",57754,8088,"dionaea",
"38.106.11.42",23173,445,"dionaea",
"38.106.11.42",23169,445,"dionaea",
"209.97.152.146",46885,8088,"dionaea",
"185.244.25.192",58554,8032,"dionaea",
"68.183.123.55",38598,8088,"dionaea",
"156.208.233.109",17225,23,"dionaea",
"58.41.203.54",30249,23,"dionaea",
"172.104.65.226",59695,3128,"dionaea",
"209.141.35.236",34295,8088,"dionaea",
"38.106.11.42",22383,445,"dionaea",
"172.104.92.209",39466,1900,"dionaea",
"46.101.199.124",41026,8088,"dionaea",
"216.244.93.66",55394,1001,"dionaea",
"216.244.93.66",60795,3001,"dionaea",
"216.244.93.66",56661,1010,"dionaea",
"216.244.93.66",63976,2001,"dionaea",
"216.244.93.66",55631,4001,"dionaea",
"216.244.93.66",60828,1080,"dionaea",
"216.244.93.66",64036,6001,"dionaea",
"216.244.93.66",61674,7001,"dionaea",
"216.244.93.66",55805,6000,"dionaea",
"216.244.93.66",50017,5001,"dionaea",
"216.244.93.66",57983,8000,"dionaea",
"216.244.93.66",64751,1000,"dionaea",
"216.244.93.66",57774,9001,"dionaea",
"216.244.93.66",63864,9000,"dionaea",
"216.244.93.66",59618,8001,"dionaea",
"216.244.93.66",52424,5000,"dionaea",
"216.244.93.66",56648,4000,"dionaea",
"216.244.93.66",50191,3000,"dionaea",
"216.244.93.66",54240,2000,"dionaea",
"216.244.93.66",55939,7000,"dionaea",
"216.244.93.66",60675,8080,"dionaea",
"216.244.93.66",55394,1001,"dionaea",
"216.244.93.66",60795,3001,"dionaea",
"216.244.93.66",60828,1080,"dionaea",
"216.244.93.66",56661,1010,"dionaea",
"216.244.93.66",55631,4001,"dionaea",
"216.244.93.66",63976,2001,"dionaea",
"216.244.93.66",64036,6001,"dionaea",
"216.244.93.66",55805,6000,"dionaea",
"216.244.93.66",61674,7001,"dionaea",
"216.244.93.66",57983,8000,"dionaea",
"216.244.93.66",50017,5001,"dionaea",
"216.244.93.66",57774,9001,"dionaea",
"216.244.93.66",64751,1000,"dionaea",
"216.244.93.66",63864,9000,"dionaea",
"216.244.93.66",59618,8001,"dionaea",
"216.244.93.66",52424,5000,"dionaea",
"216.244.93.66",56648,4000,"dionaea",
"216.244.93.66",54240,2000,"dionaea",
"216.244.93.66",50191,3000,"dionaea",
"216.244.93.66",55939,7000,"dionaea",
"216.244.93.66",60675,8080,"dionaea",
"216.244.93.66",56661,1010,"dionaea",
"216.244.93.66",55394,1001,"dionaea",
"216.244.93.66",60828,1080,"dionaea",
"216.244.93.66",63976,2001,"dionaea",
"216.244.93.66",60795,3001,"dionaea",
"216.244.93.66",55631,4001,"dionaea",
"216.244.93.66",50017,5001,"dionaea",
"216.244.93.66",64036,6001,"dionaea",
"216.244.93.66",61674,7001,"dionaea",
"216.244.93.66",59618,8001,"dionaea",
"216.244.93.66",57774,9001,"dionaea",
"216.244.93.66",52424,5000,"dionaea",
"216.244.93.66",63864,9000,"dionaea",
"216.244.93.66",57983,8000,"dionaea",
"216.244.93.66",56648,4000,"dionaea",
"216.244.93.66",55939,7000,"dionaea",
"216.244.93.66",55805,6000,"dionaea",
"216.244.93.66",54240,2000,"dionaea",
"216.244.93.66",50191,3000,"dionaea",
"216.244.93.66",63450,80,"dionaea",
"216.244.93.66",64751,1000,"dionaea",
"216.244.93.66",59312,80,"dionaea",
"216.244.93.66",60675,8080,"dionaea",
"52.56.153.146",1429,5900,"dionaea",
"223.99.5.118",27054,23,"dionaea",
"185.244.25.164",59069,8088,"dionaea",
"104.248.216.219",42449,8080,"dionaea",
"185.244.25.164",53789,8088,"dionaea",
"80.211.11.13",60998,8088,"dionaea",
"222.252.16.61",52777,445,"dionaea",
"222.252.16.61",50390,445,"dionaea",
"5.188.87.21",47699,25089,"dionaea",
"178.62.41.160",33653,8088,"dionaea",
"138.68.71.163",49667,8088,"dionaea",
"198.108.67.40",13358,7170,"dionaea",
"209.141.35.236",41795,8088,"dionaea",
"188.246.226.45",49986,2833,"dionaea",
"74.82.47.38",46555,2323,"dionaea",
"68.183.123.55",57965,8088,"dionaea",
"176.119.7.50",41243,7365,"dionaea",
"222.252.16.61",50190,445,"dionaea",
"209.141.56.95",58294,8088,"dionaea",
"185.244.25.164",58825,8088,"dionaea",
"46.101.128.119",54402,8088,"dionaea",
"85.93.20.252",48456,3371,"dionaea",
"46.101.199.124",54893,8088,"dionaea",
"209.141.35.236",39303,8088,"dionaea",
"209.97.152.146",42918,8088,"dionaea",
"185.8.50.73",45961,8088,"dionaea",
"68.183.123.55",49421,8088,"dionaea",
"107.170.219.185",59999,64425,"dionaea",
"185.244.25.164",59766,8088,"dionaea",
"142.93.204.158",58507,8088,"dionaea",
"139.162.106.181",53356,80,"dionaea",
"35.238.77.5",48476,139,"dionaea",
"196.52.43.62",50171,1433,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"185.222.211.222",47786,3385,"dionaea",
"103.78.132.4",53692,5222,"dionaea",
"196.52.43.122",57039,21,"dionaea",
"209.141.56.95",52252,8088,"dionaea",
"209.141.35.236",51949,8088,"dionaea",
"175.156.98.29",48795,8081,"dionaea",
"46.101.9.8",50369,8088,"dionaea",
"185.244.25.164",54827,8088,"dionaea",
"5.188.87.21",47699,33089,"dionaea",
"142.93.204.158",53433,8088,"dionaea",
"205.185.119.229",53198,8088,"dionaea",
"185.244.25.164",43506,8088,"dionaea",
"204.13.67.236",37276,11211,"dionaea",
"77.72.85.27",40161,3388,"dionaea",
"185.8.50.73",50342,8088,"dionaea",
"138.68.65.19",35264,8088,"dionaea",
"178.62.41.160",38068,8088,"dionaea",
"103.233.80.14",57345,445,"dionaea",
"103.233.80.14",57332,445,"dionaea",
"103.233.80.14",57316,445,"dionaea",
"194.28.115.245",54402,5000,"dionaea",
"103.233.80.14",57276,445,"dionaea",
"103.233.80.14",57266,445,"dionaea",
"103.233.80.14",57244,445,"dionaea",
"208.67.28.17",38030,8080,"dionaea",
"209.141.56.95",49073,8088,"dionaea",
"209.141.35.236",59683,8088,"dionaea",
"185.244.25.164",57833,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"193.29.13.25",47442,33390,"dionaea",
"131.221.150.59",47073,8080,"dionaea",
"103.233.80.14",62062,445,"dionaea",
"138.68.71.163",34739,8088,"dionaea",
"176.119.7.62",53425,8898,"dionaea",
"185.244.25.164",39705,8088,"dionaea",
"46.101.199.124",59213,8088,"dionaea",
"178.159.37.102",52888,8000,"dionaea",
"176.119.4.27",52734,56787,"dionaea",
"80.211.11.13",55136,8088,"dionaea",
"81.248.14.137",35929,80,"dionaea",
"209.141.35.236",36232,8088,"dionaea",
"209.97.152.146",48087,8088,"dionaea",
"185.244.25.164",54745,8088,"dionaea",
"178.62.41.160",51785,8088,"dionaea",
"185.8.50.73",49578,8088,"dionaea",
"138.68.65.19",58199,8088,"dionaea",
"194.28.115.245",51422,33900,"dionaea",
"46.101.208.222",48999,8088,"dionaea",
"142.93.204.158",33509,8088,"dionaea",
"80.211.92.62",45036,8088,"dionaea",
"209.141.35.236",35560,8088,"dionaea",
"68.183.123.55",46818,8088,"dionaea",
"209.141.56.95",43863,8088,"dionaea",
"138.68.71.163",40053,8088,"dionaea",
"185.244.25.164",51090,8088,"dionaea",
"92.53.90.212",47198,5811,"dionaea",
"46.101.9.8",58419,8088,"dionaea",
"188.255.208.202",49788,80,"dionaea",
"208.100.26.228",49151,7777,"dionaea",
"109.87.185.32",57753,445,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"209.97.152.146",60770,8088,"dionaea",
"171.235.244.136",28541,23,"dionaea",
"167.99.109.74",51401,5903,"dionaea",
"209.141.35.236",60807,8088,"dionaea",
"68.183.123.55",41269,8088,"dionaea",
"5.8.54.27",52583,8088,"dionaea",
"176.119.7.62",51627,4298,"dionaea",
"60.217.72.12",52231,20732,"dionaea",
"185.244.25.164",45281,8088,"dionaea",
"109.87.185.32",62658,445,"dionaea",
"209.141.56.95",59988,8088,"dionaea",
"110.249.212.46",55555,8888,"dionaea",
"46.101.128.119",36561,8088,"dionaea",
"178.62.33.202",53323,3389,"dionaea",
"178.62.33.202",52423,3389,"dionaea",
"178.62.41.160",37365,8088,"dionaea",
"68.183.123.55",47344,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"185.143.221.16",52090,3395,"dionaea",
"5.25.13.68",37732,5555,"dionaea",
"185.244.25.164",45771,8088,"dionaea",
"185.8.50.73",48971,8088,"dionaea",
"196.52.43.123",54087,3389,"dionaea",
"185.143.221.22",43543,3296,"dionaea",
"176.119.4.18",44828,3739,"dionaea",
"209.141.35.236",59479,8088,"dionaea",
"107.170.199.226",43759,58062,"dionaea",
"138.68.71.163",40966,8088,"dionaea",
"176.119.7.50",41243,7371,"dionaea",
"138.68.65.19",45258,8088,"dionaea",
"185.244.25.164",34890,8088,"dionaea",
"209.141.56.95",37074,8088,"dionaea",
"205.185.119.229",52100,8088,"dionaea",
"46.101.208.222",46858,8088,"dionaea",
"209.97.152.146",60059,8088,"dionaea",
"104.248.216.219",38352,8080,"dionaea",
"111.62.24.216",49172,6379,"dionaea",
"37.49.231.137",5441,5060,"dionaea",
"209.141.35.236",57552,8088,"dionaea",
"46.101.9.8",34091,8088,"dionaea",
"185.244.25.164",40929,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"114.238.180.227",1906,23,"dionaea",
"195.231.10.7",45397,81,"dionaea",
"178.62.41.160",52472,8088,"dionaea",
"176.119.4.60",45629,50034,"dionaea",
"142.93.204.158",35761,8088,"dionaea",
"46.101.199.124",57281,8088,"dionaea",
"68.183.123.55",39088,8088,"dionaea",
"209.141.56.95",40532,8088,"dionaea",
"185.244.25.164",32930,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"194.28.115.245",51422,33889,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"209.141.35.236",39490,8088,"dionaea",
"185.244.25.164",57330,8088,"dionaea",
"177.220.188.143",13714,23,"dionaea",
"159.65.1.204",55709,23,"dionaea",
"138.68.71.163",36837,8088,"dionaea",
